dress_id,kind,archetype_id,x,y,scale,rotation,style_zone,z_layer
dt_90_0,tree,veg_autumn_tree_04,4918.5,3417.53,0.9,0,residential,31
dt_90_1,tree,veg_street_tree_01,4918.5,3481.77,0.9299999999999999,0,residential,31
dp_90_0,hydrant,pro_hydrant_17,4778.5,3449.65,0.48,0,residential,32
dt_91_0,tree,veg_autumn_tree_04,5050.0,3468.33,0.8,0,residential,31
dt_91_1,tree,veg_autumn_tree_04,5050.0,3507.67,0.77,0,residential,31
dp_91_0,bench,pro_bench_18,4903.0,3488.0,0.39,0,residential,32
dp_92_0,dumpster,pro_dumpster_01,6558.0,3392.27,0.42,0,industrial,32
dp_92_1,utility_box,pro_utility_box_05,6558.0,3427.35,0.46,0,industrial,32
dp_92_2,barrier,pro_barrier_07,6686.5,3344.2,0.42,0,industrial,32
dt_93_0,tree,veg_autumn_tree_04,11959.9,3402.5,0.84,0,dense_urban,31
dt_93_1,tree,veg_planter_tree_03,11959.9,3449.5,0.9,0,dense_urban,31
dp_93_0,mailbox,pro_mailbox_04,11737.5,3402.5,0.38,0,dense_urban,32
dp_93_1,bench,pro_bench_18,11737.5,3449.5,0.44,0,dense_urban,32
dt_94_0,tree,veg_autumn_tree_04,12354.0,3434.67,0.78,0,dense_urban,31
dt_94_1,tree,veg_planter_tree_10,12354.0,3483.33,0.76,0,dense_urban,31
dp_94_0,utility_box,pro_utility_box_05,12061.6,3434.67,0.47,0,dense_urban,32
dp_94_1,planter,pro_planter_13,12248.87,3373.0,0.48,0,dense_urban,32
dt_95_0,tree,veg_planter_tree_10,12690.5,3431.27,0.76,0,dense_urban,31
dt_95_1,tree,veg_autumn_tree_04,12614.83,3532.0,0.86,0,dense_urban,31
dp_95_0,bench,pro_bench_03,12557.17,3376.9,0.45,0,dense_urban,32
dp_95_1,utility_box,pro_utility_box_05,12486.5,3472.63,0.47,0,dense_urban,32
dt_96_0,tree,veg_street_tree_01,14240.67,3566.0,0.95,0,dense_urban,31
dt_96_1,tree,veg_street_tree_08,14352.0,3482.87,0.96,0,dense_urban,31
dp_96_0,bench,pro_bench_03,14181.0,3417.73,0.41000000000000003,0,dense_urban,32
dp_96_1,utility_box,pro_utility_box_05,14287.33,3339.6,0.39,0,dense_urban,32
dt_97_0,tree,veg_street_tree_01,14423.17,3532.0,0.8,0,dense_urban,31
dt_97_1,tree,veg_planter_tree_03,14512.5,3449.77,0.77,0,dense_urban,31
dp_97_0,bench,pro_bench_03,14374.5,3385.53,0.42,0,dense_urban,32
dp_97_1,utility_box,pro_utility_box_05,14458.83,3308.3,0.46,0,dense_urban,32
dt_98_0,tree,veg_planter_tree_03,14733.5,3411.67,0.91,0,dense_urban,31
dt_98_1,tree,veg_street_tree_08,14733.5,3465.33,0.94,0,dense_urban,31
dp_98_0,planter,pro_planter_13,14527.5,3411.67,0.48,0,dense_urban,32
dp_98_1,hydrant,pro_hydrant_17,14657.17,3345.0,0.49,0,dense_urban,32
dt_99_0,tree,veg_planter_tree_03,15446.6,3444.67,0.79,0,dense_urban,31
dt_99_1,tree,veg_planter_tree_10,15361.73,3536.0,0.76,0,dense_urban,31
dp_99_0,hydrant,pro_hydrant_02,15294.87,3395.0,0.45,0,dense_urban,32
dp_99_1,mailbox,pro_mailbox_04,15215.0,3481.33,0.41000000000000003,0,dense_urban,32
dt_100_0,tree,veg_planter_tree_03,3645.5,3585.77,0.87,0,residential,31
dt_100_1,tree,veg_street_tree_01,3645.5,3638.13,0.8,0,residential,31
dp_100_0,planter,pro_planter_13,3487.5,3611.95,0.47,0,residential,32
dt_101_0,tree,veg_street_tree_08,4106.63,3716.0,0.79,0,residential,31
dt_101_1,tree,veg_planter_tree_10,4250.5,3668.67,0.88,0,residential,31
dp_101_0,hydrant,pro_hydrant_17,4030.7,3654.0,0.45,0,residential,32
dt_102_0,tree,veg_street_tree_01,5112.5,3636.0,0.8,0,residential,31
dt_102_1,tree,veg_street_tree_01,5040.37,3714.0,0.88,0,residential,31
dp_102_0,hydrant,pro_hydrant_02,5013.3,3593.0,0.45,0,residential,32
dt_103_0,tree,veg_autumn_tree_04,11780.93,3700.0,0.78,0,dense_urban,31
dt_103_1,tree,veg_autumn_tree_04,11832.87,3700.0,0.87,0,dense_urban,31
dp_103_0,hydrant,pro_hydrant_02,11780.93,3587.0,0.49,0,dense_urban,32
dp_103_1,mailbox,pro_mailbox_04,11716.0,3654.67,0.43,0,dense_urban,32
dt_104_0,tree,veg_street_tree_08,15223.43,3733.5,0.76,0,dense_urban,31
dt_104_1,tree,veg_street_tree_01,15278.87,3733.5,0.75,0,dense_urban,31
dp_104_0,hydrant,pro_hydrant_17,15223.43,3585.5,0.43,0,dense_urban,32
dp_104_1,mailbox,pro_mailbox_04,15278.87,3585.5,0.4,0,dense_urban,32
dt_105_0,tree,veg_street_tree_08,3351.67,3882.0,0.82,0,residential,31
dt_105_1,tree,veg_street_tree_01,3455.0,3808.57,0.89,0,residential,31
dp_105_0,hydrant,pro_hydrant_17,3296.0,3780.85,0.48,0,residential,32
dt_106_0,tree,veg_autumn_tree_04,3632.5,3795.4,0.95,0,residential,31
dt_106_1,tree,veg_planter_tree_10,3566.17,3919.0,0.96,0,residential,31
dp_106_0,planter,pro_planter_13,3542.0,3729.6,0.41000000000000003,0,residential,32
dt_107_0,tree,veg_street_tree_08,3838.5,3796.27,0.74,0,residential,31
dt_107_1,tree,veg_street_tree_01,3838.5,3859.63,0.74,0,residential,31
dp_107_0,planter,pro_planter_13,3680.5,3827.95,0.46,0,residential,32
dt_108_0,tree,veg_street_tree_01,3962.5,3854.5,0.94,0,residential,31
dt_108_1,tree,veg_street_tree_08,4050.5,3791.17,0.84,0,residential,31
dp_108_0,planter,pro_planter_13,3914.5,3768.5,0.39,0,residential,32
dt_109_0,tree,veg_autumn_tree_04,4162.5,3857.5,0.89,0,residential,31
dt_109_1,tree,veg_autumn_tree_04,4298.5,3793.53,0.9299999999999999,0,residential,31
dp_109_0,bench,pro_bench_03,4090.5,3770.55,0.42,0,residential,32
dt_110_0,tree,veg_planter_tree_10,4994.43,3874.0,0.88,0,residential,31
dt_110_1,tree,veg_autumn_tree_04,5049.87,3874.0,0.9199999999999999,0,residential,31
dp_110_0,planter,pro_planter_13,5022.15,3713.0,0.49,0,residential,32
dt_111_0,tree,veg_planter_tree_03,5169.0,3947.9,0.96,0,residential,31
dt_111_1,tree,veg_planter_tree_10,5295.0,3866.1,0.85,0,residential,31
dp_111_0,planter,pro_planter_13,5102.0,3834.2,0.48,0,residential,32
dp_112_0,dumpster,pro_dumpster_01,7865.5,3751.0,0.44,0,industrial,32
dp_112_1,utility_box,pro_utility_box_05,7905.0,3751.0,0.47,0,industrial,32
dp_112_2,barrier,pro_barrier_07,7944.5,3751.0,0.42,0,industrial,32
dt_113_0,tree,veg_autumn_tree_04,11943.6,3772.5,0.85,0,dense_urban,31
dt_113_1,tree,veg_autumn_tree_04,11846.4,3860.5,0.91,0,dense_urban,31
dp_113_0,utility_box,pro_utility_box_05,11767.2,3724.5,0.41000000000000003,0,dense_urban,32
dp_113_1,planter,pro_planter_13,11846.4,3724.5,0.45,0,dense_urban,32
dt_114_0,tree,veg_autumn_tree_04,12267.0,3800.0,0.9299999999999999,0,dense_urban,31
dt_114_1,tree,veg_planter_tree_03,12203.0,3906.0,0.83,0,dense_urban,31
dp_114_0,utility_box,pro_utility_box_05,12157.0,3743.0,0.42,0,dense_urban,32
dp_114_1,planter,pro_planter_13,12098.0,3844.0,0.4,0,dense_urban,32
dt_115_0,tree,veg_planter_tree_03,12455.5,3825.17,0.74,0,dense_urban,31
dt_115_1,tree,veg_autumn_tree_04,12379.87,3934.5,0.85,0,dense_urban,31
dp_115_0,mailbox,pro_mailbox_04,12322.23,3766.5,0.49,0,dense_urban,32
dp_115_1,bench,pro_bench_18,12251.6,3870.83,0.49,0,dense_urban,32
dt_116_0,tree,veg_autumn_tree_04,15002.33,3931.2,0.79,0,dense_urban,31
dt_116_1,tree,veg_autumn_tree_04,15051.67,3931.2,0.76,0,dense_urban,31
dp_116_0,mailbox,pro_mailbox_04,15002.33,3755.0,0.43,0,dense_urban,32
dp_116_1,bench,pro_bench_18,14940.0,3864.8,0.4,0,dense_urban,32
dt_117_0,tree,veg_planter_tree_10,15214.5,3940.1,0.86,0,dense_urban,31
dt_117_1,tree,veg_planter_tree_10,15306.5,3885.57,0.91,0,dense_urban,31
dp_117_0,bench,pro_bench_03,15164.5,3849.03,0.48,0,dense_urban,32
dp_117_1,utility_box,pro_utility_box_05,15164.5,3885.57,0.43,0,dense_urban,32
dt_118_0,tree,veg_planter_tree_03,15549.0,3801.37,0.87,0,dense_urban,31
dt_118_1,tree,veg_street_tree_01,15469.67,3957.5,0.8,0,dense_urban,31
dp_118_0,mailbox,pro_mailbox_04,15408.33,3719.3,0.44,0,dense_urban,32
dp_118_1,bench,pro_bench_18,15334.0,3870.43,0.41000000000000003,0,dense_urban,32
dt_119_0,tree,veg_street_tree_01,3119.1,4083.5,0.74,0,residential,31
dt_119_1,tree,veg_autumn_tree_04,3229.5,4018.5,0.74,0,residential,31
dp_119_0,planter,pro_planter_13,3059.9,3995.0,0.41000000000000003,0,residential,32
dt_120_0,tree,veg_street_tree_08,5045.5,3924.87,0.9299999999999999,0,residential,31
dt_120_1,tree,veg_street_tree_01,4992.5,4066.0,0.95,0,residential,31
dp_120_0,planter,pro_planter_13,4975.0,3850.3,0.47,0,residential,32
dp_121_0,barrier,pro_barrier_07,7607.5,3948.5,0.4,0,industrial,32
dp_121_1,construction_barrel,pro_construction_barrel_15,7607.5,3977.0,0.39,0,industrial,32
dp_121_2,crate_cluster,pro_crate_cluster_11,7811.6,3907.0,0.44,0,industrial,32
dt_122_0,tree,veg_planter_tree_10,11494.0,3989.67,0.84,0,dense_urban,31
dt_122_1,tree,veg_autumn_tree_04,11494.0,4030.33,0.9,0,dense_urban,31
dp_122_0,mailbox,pro_mailbox_04,11345.0,3989.67,0.4,0,dense_urban,32
dp_122_1,bench,pro_bench_18,11345.0,4030.33,0.45,0,dense_urban,32
dt_123_0,tree,veg_autumn_tree_04,11542.83,4081.0,0.74,0,dense_urban,31
dt_123_1,tree,veg_planter_tree_03,11661.5,4014.17,0.85,0,dense_urban,31
dp_123_0,utility_box,pro_utility_box_05,11479.5,3965.33,0.46,0,dense_urban,32
dp_123_1,planter,pro_planter_13,11479.5,4014.17,0.42,0,dense_urban,32
dt_124_0,tree,veg_planter_tree_10,11876.0,3956.97,0.85,0,dense_urban,31
dt_124_1,tree,veg_street_tree_01,11816.0,4088.5,0.91,0,dense_urban,31
dp_124_0,utility_box,pro_utility_box_05,11774.0,3887.2,0.38,0,dense_urban,32
dp_124_1,planter,pro_planter_13,11816.0,3887.2,0.38,0,dense_urban,32
dt_125_0,tree,veg_planter_tree_03,11931.33,4061.5,0.82,0,dense_urban,31
dt_125_1,tree,veg_autumn_tree_04,12068.0,3998.17,0.78,0,dense_urban,31
dp_125_0,mailbox,pro_mailbox_04,11859.0,3952.83,0.43,0,dense_urban,32
dp_125_1,bench,pro_bench_03,11990.67,3894.5,0.4,0,dense_urban,32
dt_126_0,tree,veg_street_tree_01,14763.0,4016.57,0.79,0,dense_urban,31
dt_126_1,tree,veg_planter_tree_03,14763.0,4071.13,0.88,0,dense_urban,31
dp_126_0,planter,pro_planter_13,14626.0,4016.57,0.41000000000000003,0,dense_urban,32
dp_126_1,hydrant,pro_hydrant_02,14709.67,3949.0,0.45,0,dense_urban,32
dt_127_0,tree,veg_autumn_tree_04,14988.0,4036.73,0.8,0,dense_urban,31
dt_127_1,tree,veg_planter_tree_03,14908.67,4161.2,0.77,0,dense_urban,31
dp_127_0,hydrant,pro_hydrant_02,14847.33,3970.5,0.46,0,dense_urban,32
dp_127_1,mailbox,pro_mailbox_04,14908.67,3970.5,0.42,0,dense_urban,32
dt_128_0,tree,veg_autumn_tree_04,15080.0,4055.0,0.79,0,dense_urban,31
dt_128_1,tree,veg_autumn_tree_04,15122.0,4055.0,0.76,0,dense_urban,31
dp_128_0,bench,pro_bench_03,15080.0,3907.7,0.44,0,dense_urban,32
dp_128_1,utility_box,pro_utility_box_05,15025.0,3998.23,0.41000000000000003,0,dense_urban,32
dt_129_0,tree,veg_planter_tree_03,15223.33,4104.0,0.94,0,dense_urban,31
dt_129_1,tree,veg_planter_tree_03,15278.67,4104.0,0.84,0,dense_urban,31
dp_129_0,hydrant,pro_hydrant_17,15223.33,3922.5,0.43,0,dense_urban,32
dp_129_1,mailbox,pro_mailbox_04,15278.67,3922.5,0.4,0,dense_urban,32
dt_130_0,tree,veg_street_tree_08,15807.0,3973.73,0.75,0,dense_urban,31
dt_130_1,tree,veg_autumn_tree_04,15807.0,4016.87,0.86,0,dense_urban,31
dp_130_0,mailbox,pro_mailbox_04,15626.0,3973.73,0.41000000000000003,0,dense_urban,32
dp_130_1,bench,pro_bench_03,15739.0,3917.6,0.45,0,dense_urban,32
dt_131_0,tree,veg_street_tree_01,2914.5,4127.27,0.78,0,residential,31
dt_131_1,tree,veg_street_tree_01,2914.5,4194.13,0.76,0,residential,31
dp_131_0,bench,pro_bench_03,2706.5,4160.7,0.47,0,residential,32
dt_132_0,tree,veg_street_tree_01,3270.5,4143.33,0.91,0,residential,31
dt_132_1,tree,veg_planter_tree_10,3187.83,4268.0,0.94,0,residential,31
dp_132_0,hydrant,pro_hydrant_02,3155.5,4077.0,0.45,0,residential,32
dp_133_0,barrier,pro_barrier_07,6147.4,4183.0,0.4,0,industrial,32
dp_133_1,construction_barrel,pro_construction_barrel_15,6147.4,4212.0,0.45,0,industrial,32
dp_133_2,crate_cluster,pro_crate_cluster_11,6299.97,4141.0,0.41000000000000003,0,industrial,32
dp_134_0,barrier,pro_barrier_07,9680.25,4131.5,0.43,0,industrial,32
dp_134_1,construction_barrel,pro_construction_barrel_15,9625.5,4227.0,0.46,0,industrial,32
dp_134_2,crate_cluster,pro_crate_cluster_11,9625.5,4268.25,0.42,0,industrial,32
dp_135_0,construction_barrel,pro_construction_barrel_15,9916.0,4096.5,0.49,0,industrial,32
dp_135_1,crate_cluster,pro_crate_cluster_11,9857.0,4172.0,0.43,0,industrial,32
dp_135_2,dumpster,pro_dumpster_01,9857.0,4203.25,0.46,0,industrial,32
dt_136_0,tree,veg_autumn_tree_04,14591.6,4182.5,0.83,0,dense_urban,31
dt_136_1,tree,veg_street_tree_08,14494.4,4290.5,0.78,0,dense_urban,31
dp_136_0,hydrant,pro_hydrant_17,14415.2,4124.5,0.48,0,dense_urban,32
dp_136_1,mailbox,pro_mailbox_04,14323.0,4227.5,0.43,0,dense_urban,32
dt_137_0,tree,veg_autumn_tree_04,14974.0,4208.17,0.9299999999999999,0,dense_urban,31
dt_137_1,tree,veg_street_tree_01,14974.0,4259.83,0.95,0,dense_urban,31
dp_137_0,utility_box,pro_utility_box_05,14684.3,4208.17,0.4,0,dense_urban,32
dp_137_1,planter,pro_planter_13,14869.77,4143.5,0.39,0,dense_urban,32
dt_138_0,tree,veg_planter_tree_10,15033.33,4295.0,0.8,0,dense_urban,31
dt_138_1,tree,veg_autumn_tree_04,15088.67,4295.0,0.88,0,dense_urban,31
dp_138_0,hydrant,pro_hydrant_02,15033.33,4178.0,0.45,0,dense_urban,32
dp_138_1,mailbox,pro_mailbox_04,14965.0,4248.33,0.47,0,dense_urban,32
dt_139_0,tree,veg_street_tree_08,15634.07,4313.5,0.96,0,dense_urban,31
dt_139_1,tree,veg_street_tree_01,15768.2,4242.5,0.85,0,dense_urban,31
dp_139_0,bench,pro_bench_18,15563.0,4189.5,0.44,0,dense_urban,32
dp_139_1,utility_box,pro_utility_box_05,15692.13,4123.5,0.47,0,dense_urban,32
dt_140_0,tree,veg_autumn_tree_04,15885.0,4282.5,0.85,0,dense_urban,31
dt_140_1,tree,veg_street_tree_08,15951.0,4282.5,0.79,0,dense_urban,31
dp_140_0,utility_box,pro_utility_box_05,15885.0,4081.2,0.43,0,dense_urban,32
dp_140_1,planter,pro_planter_13,15806.0,4207.73,0.4,0,dense_urban,32
dt_141_0,tree,veg_autumn_tree_04,2486.5,4344.73,0.9199999999999999,0,residential,31
dt_141_1,tree,veg_planter_tree_03,2486.5,4409.87,0.83,0,residential,31
dp_141_0,hydrant,pro_hydrant_02,2314.5,4377.3,0.44,0,residential,32
dt_142_0,tree,veg_autumn_tree_04,2525.17,4456.0,0.77,0,residential,31
dt_142_1,tree,veg_street_tree_08,2646.5,4380.8,0.75,0,residential,31
dp_142_0,bench,pro_bench_18,2460.5,4352.2,0.49,0,residential,32
dt_143_0,tree,veg_street_tree_08,3049.0,4354.8,0.89,0,residential,31
dt_143_1,tree,veg_planter_tree_03,3049.0,4416.4,0.81,0,residential,31
dp_143_0,bench,pro_bench_18,2904.0,4385.6,0.44,0,residential,32
dt_144_0,tree,veg_autumn_tree_04,3147.5,4479.5,0.9299999999999999,0,residential,31
dt_144_1,tree,veg_street_tree_08,3295.5,4401.23,0.83,0,residential,31
dp_144_0,bench,pro_bench_18,3069.5,4371.1,0.4,0,residential,32
dt_145_0,tree,veg_planter_tree_03,3931.1,4358.67,0.83,0,residential,31
dt_145_1,tree,veg_planter_tree_10,3854.57,4458.0,0.9,0,residential,31
dp_145_0,hydrant,pro_hydrant_02,3825.3,4305.0,0.44,0,residential,32
dt_146_0,tree,veg_street_tree_08,4097.5,4324.53,0.86,0,residential,31
dt_146_1,tree,veg_street_tree_08,4097.5,4385.27,0.8,0,residential,31
dp_146_0,planter,pro_planter_13,3921.5,4354.9,0.45,0,residential,32
dt_147_0,tree,veg_planter_tree_03,4280.5,4372.2,0.83,0,residential,31
dt_147_1,tree,veg_autumn_tree_04,4224.83,4504.6,0.9,0,residential,31
dp_147_0,hydrant,pro_hydrant_17,4206.0,4302.0,0.45,0,residential,32
dt_148_0,tree,veg_street_tree_01,4392.17,4509.1,0.91,0,residential,31
dt_148_1,tree,veg_street_tree_08,4525.5,4440.07,0.82,0,residential,31
dp_148_0,bench,pro_bench_03,4321.5,4414.55,0.39,0,residential,32
dp_149_0,construction_barrel,pro_construction_barrel_15,5786.5,4385.27,0.45,0,bridge_highway,32
dp_149_1,bollard,pro_bollard_09,5786.5,4442.03,0.41000000000000003,0,bridge_highway,32
dp_150_0,bollard,pro_bollard_09,6048.67,4345.5,0.42,0,bridge_highway,32
dp_150_1,utility_box,pro_utility_box_05,6103.33,4345.5,0.46,0,bridge_highway,32
dp_151_0,barrier,pro_barrier_07,6246.1,4279.5,0.39,0,bridge_highway,32
dp_151_1,construction_barrel,pro_construction_barrel_15,6292.3,4279.5,0.44,0,bridge_highway,32
dt_152_0,tree,veg_planter_tree_10,14474.27,4497.0,0.84,0,dense_urban,31
dt_152_1,tree,veg_autumn_tree_04,14531.03,4497.0,0.9,0,dense_urban,31
dp_152_0,planter,pro_planter_13,14474.27,4326.0,0.38,0,dense_urban,32
dp_152_1,hydrant,pro_hydrant_02,14404.5,4432.33,0.44,0,dense_urban,32
dt_153_0,tree,veg_autumn_tree_04,15006.67,4458.5,0.82,0,dense_urban,31
dt_153_1,tree,veg_street_tree_08,15060.33,4458.5,0.78,0,dense_urban,31
dp_153_0,planter,pro_planter_13,15006.67,4344.5,0.4,0,dense_urban,32
dp_153_1,hydrant,pro_hydrant_17,15060.33,4344.5,0.45,0,dense_urban,32
dt_154_0,tree,veg_street_tree_08,15683.33,4466.5,0.76,0,dense_urban,31
dt_154_1,tree,veg_planter_tree_10,15824.0,4418.83,0.86,0,dense_urban,31
dp_154_0,planter,pro_planter_13,15609.0,4389.17,0.46,0,dense_urban,32
dp_154_1,hydrant,pro_hydrant_02,15609.0,4418.83,0.42,0,dense_urban,32
dt_155_0,tree,veg_street_tree_01,15940.0,4328.83,0.89,0,dense_urban,31
dt_155_1,tree,veg_planter_tree_10,15885.33,4437.5,0.81,0,dense_urban,31
dp_155_0,planter,pro_planter_13,15848.67,4270.5,0.38,0,dense_urban,32
dp_155_1,hydrant,pro_hydrant_02,15799.0,4374.17,0.38,0,dense_urban,32
dt_156_0,tree,veg_autumn_tree_04,2111.43,4610.0,0.79,0,residential,31
dt_156_1,tree,veg_planter_tree_03,2290.5,4552.0,0.76,0,residential,31
dp_156_0,bench,pro_bench_18,2017.9,4532.0,0.43,0,residential,32
dp_157_0,bollard,pro_bollard_09,5764.0,4580.37,0.42,0,bridge_highway,32
dp_157_1,utility_box,pro_utility_box_05,5891.67,4526.0,0.46,0,bridge_highway,32
dp_158_0,barrier,pro_barrier_07,6016.17,4493.5,0.42,0,bridge_highway,32
dp_158_1,construction_barrel,pro_construction_barrel_15,5957.5,4621.77,0.46,0,bridge_highway,32
dp_159_0,utility_box,pro_utility_box_05,6102.5,4536.0,0.45,0,bridge_highway,32
dp_159_1,barrier,pro_barrier_07,6102.5,4566.0,0.41000000000000003,0,bridge_highway,32
dt_160_0,tree,veg_planter_tree_10,10671.4,4522.5,0.79,0,dense_urban,31
dt_160_1,tree,veg_street_tree_08,10607.43,4626.5,0.76,0,dense_urban,31
dp_160_0,mailbox,pro_mailbox_04,10561.47,4466.5,0.39,0,dense_urban,32
dp_160_1,bench,pro_bench_18,10502.5,4565.5,0.38,0,dense_urban,32
dt_161_0,tree,veg_street_tree_08,14353.0,4597.97,0.81,0,dense_urban,31
dt_161_1,tree,veg_street_tree_01,14269.67,4733.9,0.89,0,dense_urban,31
dp_161_0,mailbox,pro_mailbox_04,14204.33,4526.0,0.43,0,dense_urban,32
dp_161_1,bench,pro_bench_03,14269.67,4526.0,0.4,0,dense_urban,32
dt_162_0,tree,veg_street_tree_08,14450.07,4596.0,0.8,0,dense_urban,31
dt_162_1,tree,veg_street_tree_01,14599.2,4548.67,0.88,0,dense_urban,31
dp_162_0,hydrant,pro_hydrant_17,14371.5,4519.33,0.47,0,dense_urban,32
dp_162_1,mailbox,pro_mailbox_04,14371.5,4548.67,0.42,0,dense_urban,32
dt_163_0,tree,veg_autumn_tree_04,14964.03,4704.5,0.74,0,dense_urban,31
dt_163_1,tree,veg_street_tree_08,15035.77,4704.5,0.85,0,dense_urban,31
dp_163_0,utility_box,pro_utility_box_05,14964.03,4512.5,0.38,0,dense_urban,32
dp_163_1,planter,pro_planter_13,14879.3,4632.83,0.38,0,dense_urban,32
dt_164_0,tree,veg_autumn_tree_04,1871.5,4714.37,0.9299999999999999,0,residential,31
dt_164_1,tree,veg_planter_tree_10,1791.17,4819.5,0.83,0,residential,31
dp_164_0,hydrant,pro_hydrant_17,1760.0,4657.8,0.45,0,residential,32
dt_165_0,tree,veg_autumn_tree_04,2052.0,4752.27,0.9199999999999999,0,residential,31
dt_165_1,tree,veg_autumn_tree_04,2052.0,4797.13,0.94,0,residential,31
dp_165_0,hydrant,pro_hydrant_17,1885.0,4774.7,0.48,0,residential,32
dp_166_0,bollard,pro_bollard_09,7595.5,4727.5,0.42,0,bridge_highway,32
dp_166_1,utility_box,pro_utility_box_05,7595.5,4770.5,0.46,0,bridge_highway,32
dt_167_0,tree,veg_autumn_tree_04,10387.33,4807.5,0.96,0,dense_urban,31
dt_167_1,tree,veg_street_tree_08,10458.17,4807.5,0.85,0,dense_urban,31
dp_167_0,utility_box,pro_utility_box_05,10387.33,4617.5,0.4,0,dense_urban,32
dp_167_1,planter,pro_planter_13,10458.17,4617.5,0.39,0,dense_urban,32
dt_168_0,tree,veg_autumn_tree_04,12579.5,4913.8,0.85,0,dense_urban,31
dt_168_1,tree,veg_planter_tree_03,12667.5,4824.53,0.79,0,dense_urban,31
dp_168_0,utility_box,pro_utility_box_05,12531.5,4753.27,0.47,0,dense_urban,32
dp_168_1,planter,pro_planter_13,12531.5,4824.53,0.42,0,dense_urban,32
dt_169_0,tree,veg_planter_tree_10,15386.0,4730.47,0.87,0,dense_urban,31
dt_169_1,tree,veg_planter_tree_10,15386.0,4798.23,0.9199999999999999,0,dense_urban,31
dp_169_0,bench,pro_bench_03,15173.0,4730.47,0.38,0,dense_urban,32
dp_169_1,utility_box,pro_utility_box_05,15307.33,4649.7,0.38,0,dense_urban,32
dt_170_0,tree,veg_street_tree_08,207.0,4866.8,0.87,0,residential,31
dt_170_1,tree,veg_street_tree_08,207.0,4928.4,0.8,0,residential,31
dp_170_0,hydrant,pro_hydrant_02,12.0,4897.6,0.38,0,residential,32
dt_171_0,tree,veg_street_tree_08,415.0,4865.2,0.81,0,residential,31
dt_171_1,tree,veg_street_tree_08,345.0,4980.0,0.89,0,residential,31
dp_171_0,hydrant,pro_hydrant_17,319.0,4803.8,0.49,0,residential,32
dt_172_0,tree,veg_street_tree_08,497.5,5017.5,0.77,0,residential,31
dt_172_1,tree,veg_planter_tree_10,621.5,4937.47,0.75,0,residential,31
dp_172_0,hydrant,pro_hydrant_17,431.5,4906.45,0.39,0,residential,32
dt_173_0,tree,veg_street_tree_01,1609.5,4877.33,0.9,0,residential,31
dt_173_1,tree,veg_planter_tree_03,1609.5,4922.67,0.9299999999999999,0,residential,31
dp_173_0,bench,pro_bench_03,1321.1,4900.0,0.49,0,residential,32
dt_174_0,tree,veg_street_tree_01,3779.5,5071.9,0.88,0,residential,31
dt_174_1,tree,veg_planter_tree_10,3879.5,5007.27,0.81,0,residential,31
dp_174_0,hydrant,pro_hydrant_02,3725.5,4983.95,0.49,0,residential,32
dt_175_0,tree,veg_planter_tree_03,4063.5,4967.83,0.95,0,residential,31
dt_175_1,tree,veg_autumn_tree_04,4063.5,5013.17,0.96,0,residential,31
dp_175_0,hydrant,pro_hydrant_02,3877.5,4990.5,0.45,0,residential,32
dp_176_0,construction_barrel,pro_construction_barrel_15,7083.93,4835.0,0.42,0,bridge_highway,32
dp_176_1,bollard,pro_bollard_09,7153.87,4835.0,0.4,0,bridge_highway,32
dp_177_0,construction_barrel,pro_construction_barrel_15,7265.67,4850.5,0.39,0,bridge_highway,32
dp_177_1,bollard,pro_bollard_09,7214.0,4987.97,0.38,0,bridge_highway,32
dp_178_0,utility_box,pro_utility_box_05,7449.5,4877.5,0.45,0,bridge_highway,32
dp_178_1,barrier,pro_barrier_07,7391.5,5012.83,0.47,0,bridge_highway,32
dp_179_0,construction_barrel,pro_construction_barrel_15,7651.3,4891.0,0.42,0,bridge_highway,32
dp_179_1,bollard,pro_bollard_09,7701.9,4891.0,0.46,0,bridge_highway,32
dt_180_0,tree,veg_autumn_tree_04,10524.8,4884.33,0.9299999999999999,0,dense_urban,31
dt_180_1,tree,veg_planter_tree_03,10423.2,4957.0,0.83,0,dense_urban,31
dp_180_0,mailbox,pro_mailbox_04,10339.6,4844.0,0.39,0,dense_urban,32
dp_180_1,bench,pro_bench_03,10243.0,4911.67,0.44,0,dense_urban,32
dt_181_0,tree,veg_street_tree_08,12562.0,4932.33,0.86,0,dense_urban,31
dt_181_1,tree,veg_street_tree_08,12490.33,5005.0,0.91,0,dense_urban,31
dp_181_0,bench,pro_bench_18,12436.67,4892.0,0.46,0,dense_urban,32
dp_181_1,utility_box,pro_utility_box_05,12370.0,4959.67,0.48,0,dense_urban,32
dt_182_0,tree,veg_street_tree_08,14456.33,5030.5,0.89,0,dense_urban,31
dt_182_1,tree,veg_street_tree_01,14513.67,5030.5,0.81,0,dense_urban,31
dp_182_0,bench,pro_bench_18,14456.33,4829.2,0.38,0,dense_urban,32
dp_182_1,utility_box,pro_utility_box_05,14386.0,4955.73,0.38,0,dense_urban,32
dt_183_0,tree,veg_autumn_tree_04,14731.0,4889.2,0.77,0,dense_urban,31
dt_183_1,tree,veg_autumn_tree_04,14677.0,5004.0,0.75,0,dense_urban,31
dp_183_0,hydrant,pro_hydrant_02,14641.0,4827.8,0.43,0,dense_urban,32
dp_183_1,mailbox,pro_mailbox_04,14592.0,4937.6,0.4,0,dense_urban,32
