id,building_id,district,kind,x,y,w,h,rotation,placement_rule
frontage_0226,block_building_0074,fort_lee,basement_grate,1105.56,8854.0,32,15,0,district_frontage_cluster_pass19b_v1:south
frontage_0227,block_building_0074,fort_lee,litter_cluster,1105.81,8857.0,11,9,27,subtle_frontage_litter_pass19b_v1
frontage_0228,block_building_0075,fort_lee,frontage_wear,1920.0,8861.92,387.07,32.93,0,facade_apron_wear_pass19b_v1
frontage_0229,block_building_0076,fort_lee,frontage_wear,2880.0,8857.28,571.39,24.0,0,facade_apron_wear_pass19b_v1
frontage_0230,block_building_0077,washington_heights,frontage_wear,15168.0,8912.48,374.4,24.0,0,facade_apron_wear_pass19b_v1
frontage_0231,block_building_0077,washington_heights,utility_box,15075.0,8921.0,18,15,0,district_frontage_cluster_pass19b_v1:south
frontage_0232,block_building_0077,washington_heights,stoop,15158.2,8916.0,32,18,0,district_frontage_cluster_pass19b_v1:south
frontage_0233,block_building_0077,washington_heights,sandwich_board,15241.4,8911.0,13,18,0,district_frontage_cluster_pass19b_v1:south
frontage_0234,block_building_0077,washington_heights,litter_cluster,15245.83,8918.0,12,6,132,subtle_frontage_litter_pass19b_v1
frontage_0235,block_building_0078,washington_heights,frontage_wear,16032.0,8857.28,433.15,24.0,0,facade_apron_wear_pass19b_v1
frontage_0236,block_building_0079,fort_lee,frontage_wear,4000.0,8857.28,617.47,24.0,0,facade_apron_wear_pass19b_v1
frontage_0237,block_building_0080,washington_heights,frontage_wear,11274.4,8927.68,503.42,24.0,0,facade_apron_wear_pass19b_v1
frontage_0238,block_building_0080,washington_heights,awning,11142.57,8926.2,42,18,0,district_frontage_cluster_pass19b_v1:south
frontage_0239,block_building_0080,washington_heights,railing,11234.66,8935.2,46,7,0,district_frontage_cluster_pass19b_v1:south
frontage_0240,block_building_0080,washington_heights,utility_box,11326.74,8930.2,18,15,0,district_frontage_cluster_pass19b_v1:south
frontage_0241,block_building_0080,washington_heights,litter_cluster,11339.84,8938.2,9,11,101,subtle_frontage_litter_pass19b_v1
frontage_0242,block_building_0081,washington_heights,frontage_wear,12021.6,8927.68,503.42,24.0,0,facade_apron_wear_pass19b_v1
frontage_0243,block_building_0082,washington_heights,frontage_wear,13727.68,8704.0,24.0,304.13,90,facade_apron_wear_pass19b_v1
frontage_0244,block_building_0083,washington_heights,frontage_wear,14336.0,8927.68,488.45,24.0,0,facade_apron_wear_pass19b_v1
frontage_0245,block_building_0083,washington_heights,utility_box,14173.98,8938.2,18,15,0,district_frontage_cluster_pass19b_v1:south
frontage_0246,block_building_0083,washington_heights,stoop,14247.99,8933.2,32,18,0,district_frontage_cluster_pass19b_v1:south
frontage_0247,block_building_0083,washington_heights,sandwich_board,14348.6,8928.2,13,18,0,district_frontage_cluster_pass19b_v1:south
frontage_0248,block_building_0083,washington_heights,litter_cluster,14417.44,8935.2,10,8,26,subtle_frontage_litter_pass19b_v1
frontage_0249,block_building_0084,washington_heights,frontage_wear,12928.0,8927.68,304.13,24.0,0,facade_apron_wear_pass19b_v1
frontage_0250,block_building_0084,washington_heights,awning,12847.56,8928.2,42,18,0,district_frontage_cluster_pass19b_v1:south
frontage_0251,block_building_0084,washington_heights,railing,12899.79,8937.2,46,7,0,district_frontage_cluster_pass19b_v1:south
frontage_0252,block_building_0084,washington_heights,utility_box,12952.01,8932.2,18,15,0,district_frontage_cluster_pass19b_v1:south
frontage_0253,block_building_0084,washington_heights,stoop,13004.24,8927.2,32,18,0,district_frontage_cluster_pass19b_v1:south
frontage_0254,block_building_0084,washington_heights,litter_cluster,12799.3,8934.2,13,7,61,subtle_frontage_litter_pass19b_v1
frontage_0255,block_building_0084,washington_heights,litter_cluster,12860.97,8933.2,12,6,84,subtle_frontage_litter_pass19b_v1
frontage_0256,block_building_0084,washington_heights,litter_cluster,12922.64,8944.2,11,11,107,subtle_frontage_litter_pass19b_v1
frontage_0257,block_building_0085,fort_lee,frontage_wear,421.11,9664.0,34.44,764.93,90,facade_apron_wear_pass19b_v1
frontage_0258,block_building_0086,fort_lee,frontage_wear,670.99,9664.0,55.79,743.04,90,facade_apron_wear_pass19b_v1
frontage_0259,block_building_0086,fort_lee,service_patch,670.0,9541.96,28,44,90,district_frontage_cluster_pass19b_v1:west
frontage_0260,block_building_0086,fort_lee,stoop,678.0,9776.24,18,32,90,district_frontage_cluster_pass19b_v1:west
frontage_0261,block_building_0086,fort_lee,litter_cluster,647.0,9819.55,11,11,131,subtle_frontage_litter_pass19b_v1
frontage_0262,block_building_0087,fort_lee,frontage_wear,2192.48,9676.0,24.0,725.76,90,facade_apron_wear_pass19b_v1
frontage_0263,block_building_0087,fort_lee,utility_box,2191.0,9510.56,15,18,90,district_frontage_cluster_pass19b_v1:east
frontage_0264,block_building_0087,fort_lee,basement_grate,2200.0,9681.6,15,32,90,district_frontage_cluster_pass19b_v1:east
frontage_0265,block_building_0087,fort_lee,service_patch,2195.0,9852.64,28,44,90,district_frontage_cluster_pass19b_v1:east
frontage_0266,block_building_0087,fort_lee,litter_cluster,2208.0,9372.51,14,10,166,subtle_frontage_litter_pass19b_v1
frontage_0267,block_building_0088,fort_lee,frontage_wear,3298.16,9664.0,58.0,743.04,90,facade_apron_wear_pass19b_v1
frontage_0268,block_building_0089,fort_lee,frontage_wear,4448.97,9664.0,55.72,743.04,90,facade_apron_wear_pass19b_v1
frontage_0269,block_building_0090,washington_heights,frontage_wear,15778.0,9664.0,50.0,743.04,90,facade_apron_wear_pass19b_v1
frontage_0270,block_building_0090,washington_heights,awning,15777.0,9449.09,18,42,90,district_frontage_cluster_pass19b_v1:west
frontage_0271,block_building_0090,washington_heights,railing,15777.0,9589.1,7,46,90,district_frontage_cluster_pass19b_v1:west
frontage_0272,block_building_0090,washington_heights,utility_box,15777.0,9729.1,15,18,90,district_frontage_cluster_pass19b_v1:west
frontage_0273,block_building_0090,washington_heights,stoop,15790.0,9869.11,18,32,90,district_frontage_cluster_pass19b_v1:west
frontage_0274,block_building_0090,washington_heights,litter_cluster,15771.0,10003.38,11,9,135,subtle_frontage_litter_pass19b_v1
frontage_0275,block_building_0090,washington_heights,litter_cluster,15748.0,9451.89,10,8,158,subtle_frontage_litter_pass19b_v1
frontage_0276,block_building_0091,washington_heights,frontage_wear,10914.76,9708.0,48.54,679.68,90,facade_apron_wear_pass19b_v1
frontage_0277,block_building_0092,washington_heights,frontage_wear,12447.04,9696.0,52.0,696.96,90,facade_apron_wear_pass19b_v1
frontage_0278,block_building_0093,washington_heights,frontage_wear,12768.44,9664.0,53.0,650.88,90,facade_apron_wear_pass19b_v1
frontage_0279,block_building_0093,washington_heights,utility_box,12769.0,9463.24,15,18,90,district_frontage_cluster_pass19b_v1:west
frontage_0280,block_building_0093,washington_heights,stoop,12769.0,9564.32,18,32,90,district_frontage_cluster_pass19b_v1:west
frontage_0281,block_building_0093,washington_heights,sandwich_board,12771.0,9665.4,18,13,90,district_frontage_cluster_pass19b_v1:west
frontage_0282,block_building_0093,washington_heights,litter_cluster,12746.0,9362.71,12,6,60,subtle_frontage_litter_pass19b_v1
frontage_0283,block_building_0094,washington_heights,frontage_wear,14047.92,9696.0,54.0,696.96,90,facade_apron_wear_pass19b_v1
frontage_0284,block_building_0095,washington_heights,frontage_wear,15446.17,9708.0,34.95,679.68,90,facade_apron_wear_pass19b_v1
