id,x,y,size,district,cosmetic_atlas,cosmetic_cell,placement_rule
tree_0221,13633.97,5233.47,186,washington_heights,approved_sidewalk_trees_v1.png,2,retained_park_canopy_pass19_v2
tree_0222,12878.77,3457.68,220,washington_heights,approved_sidewalk_trees_v1.png,15,retained_park_canopy_pass19_v2
tree_0223,12700.61,3766.88,178,washington_heights,approved_sidewalk_trees_v1.png,13,retained_park_canopy_pass19_v2
tree_0224,12895.33,3777.68,204,washington_heights,approved_sidewalk_trees_v1.png,11,retained_park_canopy_pass19_v2
tree_0225,12771.33,3901.68,204,washington_heights,approved_sidewalk_trees_v1.png,3,retained_park_canopy_pass19_v2
tree_0226,13177.29,4328.57,212,washington_heights,approved_sidewalk_trees_v1.png,10,retained_park_canopy_pass19_v2
tree_0227,13267.47,3980.35,194,washington_heights,approved_sidewalk_trees_v1.png,14,retained_park_canopy_pass19_v2
tree_0228,13289.11,4127.8,194,washington_heights,approved_sidewalk_trees_v1.png,6,retained_park_canopy_pass19_v2
tree_0229,11958.38,6455.53,228,washington_heights,approved_sidewalk_trees_v1.png,8,retained_park_canopy_pass19_v2
tree_0230,11992.28,6586.28,220,washington_heights,approved_sidewalk_trees_v1.png,12,retained_park_canopy_pass19_v2
tree_0231,2518.0,2198.0,150,fort_lee,approved_sidewalk_trees_v1.png,0,intentional_plaza_planter_pass19_v2
tree_0232,2986.0,2198.0,178,fort_lee,approved_sidewalk_trees_v1.png,5,intentional_plaza_planter_pass19_v2
tree_0233,2518.0,2666.0,164,fort_lee,approved_sidewalk_trees_v1.png,10,intentional_plaza_planter_pass19_v2
tree_0234,2986.0,2666.0,150,fort_lee,approved_sidewalk_trees_v1.png,15,intentional_plaza_planter_pass19_v2
tree_0235,14846.46,3006.46,150,washington_heights,approved_sidewalk_trees_v1.png,11,intentional_plaza_planter_pass19_v2
tree_0236,15233.54,3006.46,178,washington_heights,approved_sidewalk_trees_v1.png,0,intentional_plaza_planter_pass19_v2
tree_0237,14846.46,3585.54,164,washington_heights,approved_sidewalk_trees_v1.png,5,intentional_plaza_planter_pass19_v2
tree_0238,15233.54,3585.54,150,washington_heights,approved_sidewalk_trees_v1.png,10,intentional_plaza_planter_pass19_v2
tree_0239,13444.0,3588.0,150,washington_heights,approved_sidewalk_trees_v1.png,4,intentional_plaza_planter_pass19_v2
tree_0240,13692.0,3588.0,178,washington_heights,approved_sidewalk_trees_v1.png,9,intentional_plaza_planter_pass19_v2
tree_0241,13444.0,3644.0,164,washington_heights,approved_sidewalk_trees_v1.png,14,intentional_plaza_planter_pass19_v2
tree_0242,13692.0,3644.0,150,washington_heights,approved_sidewalk_trees_v1.png,3,intentional_plaza_planter_pass19_v2
tree_0243,1622.0,3926.0,150,fort_lee,approved_sidewalk_trees_v1.png,13,intentional_plaza_planter_pass19_v2
tree_0244,2090.0,3926.0,178,fort_lee,approved_sidewalk_trees_v1.png,2,intentional_plaza_planter_pass19_v2
tree_0245,1622.0,4522.0,164,fort_lee,approved_sidewalk_trees_v1.png,7,intentional_plaza_planter_pass19_v2
tree_0246,2090.0,4522.0,150,fort_lee,approved_sidewalk_trees_v1.png,12,intentional_plaza_planter_pass19_v2
tree_0247,10564.0,6340.0,150,washington_heights,approved_sidewalk_trees_v1.png,1,intentional_plaza_planter_pass19_v2
tree_0248,10620.0,6340.0,178,washington_heights,approved_sidewalk_trees_v1.png,6,intentional_plaza_planter_pass19_v2
tree_0249,10564.0,9212.0,164,washington_heights,approved_sidewalk_trees_v1.png,11,intentional_plaza_planter_pass19_v2
